player_extended_name;overall;position;age;height;weight;intl_rep;pace;dribbling;shooting;passing;defending;physicality;att_workrate;def_workrate
Patrik Karlsson Lagemyr;63;RW;21;167;58;1;79.0;68.0;52.0;60.0;24.0;32.0;Med;Med
Nikolai Laursen;63;RW;20;185;70;1;78.0;68.0;58.0;56.0;27.0;45.0;Med;Med
Arthur Gnahoua;63;LM;26;187;80;1;81.0;68.0;59.0;55.0;26.0;73.0;Med;Med
Dalun Zheng;62;RM;24;170;67;1;75.0;68.0;48.0;56.0;38.0;46.0;Med;Med
Jake Mulraney;62;LM;22;172;64;1;87.0;68.0;48.0;54.0;38.0;40.0;Med;Med
Takuya Matsuura;62;LM;29;167;64;1;68.0;68.0;55.0;55.0;36.0;52.0;Med;Med
Thomas Drage;62;LW;26;174;62;1;75.0;68.0;51.0;61.0;32.0;41.0;Med;Med
Markel Bergara Larrañaga;77;CDM;32;181;78;1;46.0;66.0;64.0;72.0;75.0;77.0;Med;Med
Bernardo Fernandes;75;LB;23;186;76;1;76.0;66.0;48.0;58.0;76.0;72.0;Med;Med
Marlon da Silva Barbosa;75;CB;23;182;80;1;60.0;66.0;44.0;59.0;74.0;74.0;Med;Med
Pape Maly Diamanka;74;CDM;28;182;72;1;76.0;66.0;65.0;62.0;72.0;80.0;Med;Med
Timothy Fosu-Mensah;74;RB;20;185;78;1;82.0;66.0;60.0;64.0;75.0;77.0;Med;Med
Paul Dummett;74;LB;27;183;82;1;66.0;66.0;40.0;63.0;76.0;75.0;Med;Med
Tommy Smith;73;RB;26;186;84;1;71.0;66.0;34.0;67.0;70.0;71.0;Med;Med
Dylan Bronn;73;CB;23;184;75;1;67.0;66.0;54.0;66.0;72.0;75.0;Med;Med
João Carlos Fonseca Silva;72;LB;29;180;75;1;71.0;66.0;38.0;58.0;71.0;71.0;Med;Med
Lucas Martínez Quarta;72;CB;22;181;75;1;74.0;66.0;53.0;63.0;72.0;70.0;Med;Med
Phil Bardsley;71;RB;33;180;79;1;53.0;66.0;59.0;63.0;73.0;74.0;Med;Med
Amer Gojak;71;CAM;21;184;78;1;74.0;66.0;65.0;67.0;41.0;62.0;Med;Med
Gerard Gumbau Garriga;71;CDM;23;187;77;1;31.0;66.0;64.0;70.0;68.0;63.0;Med;Med
Ramahlwe Mphahlele;71;RB;28;185;80;1;73.0;66.0;29.0;60.0;72.0;65.0;Med;Med
Stefano Magnasco;70;RB;26;175;72;1;79.0;66.0;43.0;59.0;66.0;75.0;Med;Med
Iván Rossi;70;CDM;24;183;76;1;73.0;66.0;51.0;61.0;68.0;75.0;Med;Med
Angel Montoro Sanchez;70;CDM;30;181;72;1;42.0;66.0;63.0;67.0;64.0;72.0;Med;Med
Cristian Higuita;70;CDM;24;175;80;1;74.0;66.0;55.0;64.0;66.0;78.0;Med;Med
Daniel Pinillos González;69;LB;25;182;74;1;74.0;66.0;37.0;58.0;66.0;63.0;Med;Med
Hidde ter Avest;69;RB;21;182;78;1;75.0;66.0;41.0;55.0;66.0;71.0;Med;Med
Hanwen Deng;69;RB;23;178;73;1;76.0;66.0;50.0;58.0;67.0;62.0;Med;Med
Tomás Martins Podstawski;69;CDM;23;180;72;1;59.0;66.0;49.0;60.0;68.0;68.0;Med;Med
Joher Khadim Rassoul;69;CB;22;187;80;1;74.0;66.0;42.0;52.0;65.0;76.0;Med;Med
Rodrigo Echeverría;69;CB;23;181;73;1;73.0;66.0;52.0;62.0;67.0;73.0;Med;Med
Racine Coly;69;LB;22;185;70;1;81.0;66.0;39.0;55.0;65.0;75.0;Med;Med
Heriberto Olvera;69;LB;28;175;69;1;71.0;66.0;45.0;71.0;66.0;68.0;Med;Med
Michael Ordóñez;69;CDM;28;180;75;1;65.0;66.0;57.0;68.0;64.0;70.0;Med;Med
Andrew Farrell;69;RB;26;180;75;1;78.0;66.0;48.0;59.0;67.0;77.0;Med;Med
Mehdi Zeffane;69;RB;26;176;71;1;75.0;66.0;61.0;63.0;63.0;71.0;Med;Med
Jon Flanagan;69;RB;25;181;79;1;67.0;66.0;37.0;59.0;70.0;74.0;Med;Med
Charles Basílio da Silva;68;CDM;33;175;71;1;69.0;66.0;64.0;60.0;65.0;67.0;Med;Med
Yosuke Ideguchi;68;CDM;22;171;71;1;70.0;66.0;60.0;65.0;63.0;71.0;Med;Med
Casper De Norre;68;LB;21;175;72;1;78.0;66.0;53.0;61.0;64.0;66.0;Med;Med
Alvaro Cesped;68;CDM;26;174;69;1;63.0;66.0;54.0;57.0;67.0;71.0;Med;Med
Benjamin Kololli;68;LM;26;184;82;1;77.0;66.0;67.0;62.0;52.0;71.0;Med;Med
Mikhail Lysov;68;LB;20;182;72;1;74.0;66.0;43.0;62.0;64.0;64.0;Med;Med
Jalil Elías;68;CDM;22;180;69;1;71.0;66.0;49.0;62.0;64.0;69.0;Med;Med
Markel Etxeberría Mendiola;68;RB;23;180;72;1;73.0;66.0;29.0;62.0;64.0;71.0;Med;Med
Charles-André Doudin;67;CAM;32;184;80;1;66.0;66.0;63.0;66.0;40.0;58.0;Med;Med
Weverson L. de Oliveira Moura;67;LM;25;177;76;1;76.0;66.0;68.0;62.0;33.0;71.0;Med;Med
Manuel Perez;67;CDM;27;180;71;1;71.0;66.0;52.0;64.0;61.0;71.0;Med;Med
Luc Kassi;67;CAM;24;179;74;1;76.0;66.0;63.0;64.0;51.0;63.0;Med;Med
Ondrej Celustka;67;RB;29;186;80;1;63.0;66.0;53.0;65.0;66.0;73.0;Med;Med
Tobias Mikkelsen;67;LM;32;178;73;1;78.0;66.0;61.0;64.0;44.0;60.0;Med;Med
Phil Ofosu-Ayeh;67;RB;27;181;87;1;88.0;66.0;47.0;56.0;63.0;75.0;Med;Med
Filip Mladenovic;67;LB;27;180;65;1;70.0;66.0;51.0;62.0;64.0;60.0;Med;Med
Darnell Furlong;67;RB;22;180;76;1;74.0;66.0;35.0;56.0;65.0;65.0;Med;Med
Francisco Varela Martín;67;LB;23;174;68;1;76.0;66.0;43.0;62.0;62.0;62.0;Med;Med
Ben Sweat;67;LB;27;188;79;1;71.0;66.0;43.0;64.0;66.0;70.0;Med;Med
Camilo Rodríguez;67;RB;23;170;66;1;72.0;66.0;39.0;62.0;65.0;70.0;Med;Med
Calvin Verdonk;67;LB;21;174;70;1;68.0;66.0;59.0;64.0;65.0;68.0;Med;Med
Stefan Nutz;66;CAM;26;178;67;1;68.0;66.0;59.0;64.0;54.0;64.0;Med;Med
Marc André Schmerböck;66;LM;24;180;75;1;77.0;66.0;62.0;60.0;33.0;62.0;Med;Med
Lee Holmes;66;LM;31;175;66;1;77.0;66.0;56.0;64.0;32.0;57.0;Med;Med
Djavan Anderson;66;RB;23;180;72;1;78.0;66.0;36.0;56.0;61.0;67.0;Med;Med
Chris Taylor;66;LM;31;183;73;1;74.0;66.0;57.0;63.0;41.0;65.0;Med;Med
Nicky Law;66;LM;30;178;73;1;72.0;66.0;55.0;61.0;49.0;69.0;Med;Med
Anthony Forde;66;RM;24;180;82;1;73.0;66.0;60.0;63.0;32.0;62.0;Med;Med
Andrew Taylor;66;LB;32;178;69;1;53.0;66.0;44.0;61.0;67.0;67.0;Med;Med
Lukáš Vácha;66;CDM;29;175;72;1;65.0;66.0;56.0;65.0;62.0;67.0;Med;Med
Pablo Larrea Gambara;66;CDM;24;175;65;1;60.0;66.0;58.0;63.0;61.0;59.0;Med;Med
Camilo Ayala;66;CDM;32;179;74;1;59.0;66.0;50.0;62.0;61.0;71.0;Med;Med
Marcel de Jong;66;LB;31;174;73;1;63.0;66.0;57.0;63.0;66.0;68.0;Med;Med
Jens Stage;66;RM;21;187;83;1;75.0;66.0;55.0;62.0;58.0;67.0;Med;Med
Qazim Laçi;66;CAM;22;180;80;1;73.0;66.0;65.0;63.0;50.0;66.0;Med;Med
Alan Acosta;66;RM;21;173;73;1;73.0;66.0;56.0;62.0;43.0;56.0;Med;Med
Farshad Ahmadzadeh;66;RM;26;176;70;1;82.0;66.0;67.0;57.0;36.0;51.0;Med;Med
Andrew Hoole;65;RM;24;178;75;1;84.0;66.0;51.0;59.0;46.0;66.0;Med;Med
Mauro Rafael Geral Cerqueira;65;LB;26;178;79;1;72.0;66.0;52.0;58.0;61.0;69.0;Med;Med
Diego Torres;65;LB;26;175;70;1;68.0;66.0;50.0;61.0;64.0;63.0;Med;Med
Killian Sanson;65;LM;21;173;64;1;64.0;66.0;60.0;64.0;58.0;58.0;Med;Med
Mégan Laurent;65;CAM;26;169;61;1;72.0;66.0;63.0;61.0;38.0;55.0;Med;Med
Imad Khalili;65;CAM;31;182;75;1;71.0;66.0;63.0;61.0;42.0;66.0;Med;Med
Sofiane Daham;65;CAM;22;180;70;1;74.0;66.0;52.0;65.0;51.0;66.0;Med;Med
Stefan Mauk;65;CAM;22;174;64;1;68.0;66.0;60.0;62.0;54.0;66.0;Med;Med
Pelle Clement;65;CAM;22;177;67;1;69.0;66.0;58.0;62.0;54.0;54.0;Med;Med
Innocent Maela;65;LB;26;170;68;1;69.0;66.0;39.0;40.0;67.0;52.0;Med;Med
Fabian Sporkslede;65;RB;25;177;69;1;66.0;66.0;51.0;61.0;64.0;68.0;Med;Med
Gianluca Nijholt;65;CDM;28;183;79;1;51.0;66.0;64.0;67.0;59.0;70.0;Med;Med
Kgotso Moleko;65;RB;29;181;76;1;77.0;66.0;49.0;60.0;63.0;57.0;Med;Med
Osmar Mares;65;LB;31;169;69;1;71.0;66.0;58.0;64.0;61.0;65.0;Med;Med
Indy Boonen;64;LW;19;177;64;1;77.0;66.0;61.0;59.0;31.0;48.0;Med;Med
Alec Georgen;64;RB;20;172;67;1;75.0;66.0;49.0;55.0;61.0;56.0;Med;Med
Daniel Geissler;64;CAM;24;171;71;1;69.0;66.0;59.0;60.0;52.0;57.0;Med;Med
Marcin Cebula;64;LM;22;177;65;1;71.0;66.0;56.0;61.0;53.0;61.0;Med;Med
Alejandro Centelles Plaza;64;LB;19;186;67;1;66.0;66.0;48.0;65.0;59.0;64.0;Med;Med
Luis Argudo;64;LM;22;173;61;1;73.0;66.0;56.0;60.0;45.0;57.0;Med;Med
Rosario Cota;64;LM;23;180;70;1;74.0;66.0;55.0;62.0;59.0;46.0;Med;Med
Felipe Reynero;64;RW;29;177;75;1;78.0;66.0;54.0;62.0;36.0;59.0;Med;Med
Michal Faško;64;CDM;24;183;76;1;78.0;66.0;54.0;66.0;61.0;60.0;Med;Med
Matt Done;64;LWB;30;178;65;1;79.0;66.0;59.0;60.0;55.0;68.0;Med;Med
Kwame Yeboah;64;LM;24;182;74;1;82.0;66.0;62.0;52.0;33.0;64.0;Med;Med
Daniel Luxbacher;64;CAM;26;174;71;1;77.0;66.0;56.0;61.0;44.0;58.0;Med;Med
Dylan Watts;64;CAM;21;178;68;1;69.0;66.0;57.0;62.0;48.0;55.0;Med;Med
Michael McGlinchey;64;CAM;31;175;68;1;68.0;66.0;62.0;62.0;58.0;62.0;Med;Med
Oniel Fisher;64;RB;26;175;70;1;77.0;66.0;36.0;57.0;61.0;57.0;Med;Med
Claudio Jopia;64;LB;26;174;75;1;69.0;66.0;48.0;60.0;60.0;70.0;Med;Med
Fabián Hormazábal;64;RW;22;172;71;1;73.0;66.0;59.0;60.0;37.0;62.0;Med;Med
Kristoffer Pallesen;64;RB;28;175;72;1;75.0;66.0;36.0;54.0;57.0;70.0;Med;Med
Denis Gómez;63;RM;26;174;70;1;71.0;66.0;55.0;58.0;39.0;48.0;Med;Med
Oguz Kagan Güçtekin;63;CDM;19;173;71;1;61.0;66.0;45.0;64.0;59.0;52.0;Med;Med
Nikolai Alho;63;RM;25;172;76;1;77.0;66.0;50.0;60.0;42.0;58.0;Med;Med
Filip Jagiello;63;CAM;21;180;75;1;74.0;66.0;50.0;63.0;36.0;55.0;Med;Med
Jungo Fujimoto;63;RM;34;173;69;1;41.0;66.0;55.0;68.0;36.0;49.0;Med;Med
Jordan Green;63;RM;23;168;72;1;89.0;66.0;53.0;56.0;33.0;53.0;Med;Med
Mert Hakan Yandas;63;CAM;24;175;73;1;63.0;66.0;53.0;60.0;42.0;57.0;Med;Med
Mi?o Kuzmanovi?;63;LM;22;178;74;1;74.0;66.0;58.0;58.0;23.0;56.0;Med;Med
Danny Amankwaa;63;RM;24;176;68;1;83.0;66.0;54.0;54.0;26.0;61.0;Med;Med
Mattéo Tramoni;63;CAM;18;175;68;1;73.0;66.0;51.0;64.0;41.0;51.0;Med;Med
Chuangyi Lin;62;CAM;25;178;70;1;70.0;66.0;54.0;57.0;32.0;50.0;Med;Med
Daniel Johnson;62;RM;23;175;64;1;75.0;66.0;52.0;58.0;42.0;47.0;Med;Med
Memo Rodriguez;62;LW;22;173;65;1;61.0;66.0;57.0;62.0;39.0;51.0;Med;Med
Anderson López;62;RW;19;175;73;1;76.0;66.0;54.0;52.0;22.0;57.0;Med;Med
Rayane Aabid;62;RM;26;178;71;1;74.0;66.0;54.0;57.0;32.0;52.0;Med;Med
Cristian Montano;62;LM;26;180;76;1;78.0;66.0;58.0;54.0;57.0;62.0;Med;Med
Aleksander Jagiello;62;LM;23;170;62;1;76.0;66.0;57.0;58.0;37.0;38.0;Med;Med
Miloš Pantovi?;61;LM;22;185;70;1;64.0;66.0;57.0;53.0;33.0;52.0;Med;Med
Luke Gambin;61;LM;25;168;70;1;70.0;66.0;51.0;55.0;31.0;42.0;Med;Med
Moustapha Bokoum;60;LM;19;178;75;1;84.0;66.0;53.0;47.0;23.0;52.0;Med;Med
Souleyman Doumbia;60;LB;22;177;73;1;85.0;66.0;33.0;48.0;51.0;60.0;Med;Med
Ali Coote;58;CAM;20;170;65;1;73.0;66.0;48.0;53.0;39.0;43.0;Med;Med
Michael Donohue;58;RM;20;178;58;1;67.0;66.0;50.0;54.0;32.0;33.0;Med;Med
Santiago Ascacibar;78;CDM;21;168;70;1;73.0;67.0;47.0;65.0;77.0;76.0;Med;Med
Alfred N'Diaye;77;CDM;28;187;82;1;71.0;67.0;55.0;65.0;74.0;85.0;Med;Med
Diego Rico Salguero;76;LB;25;183;76;1;71.0;67.0;56.0;70.0;72.0;77.0;Med;Med
Adam Masina;74;LB;24;191;87;1;70.0;67.0;38.0;67.0;71.0;76.0;Med;Med
Arijan Ademi;73;CDM;27;185;79;1;64.0;67.0;57.0;63.0;72.0;78.0;Med;Med
Christian Nørgaard;72;CDM;24;187;77;1;61.0;67.0;58.0;69.0;70.0;70.0;Med;Med
Julien De Sart;71;CDM;23;186;73;1;59.0;67.0;62.0;70.0;68.0;70.0;Med;Med
Erik Morán Arribas;71;CDM;27;187;74;1;41.0;67.0;47.0;67.0;68.0;71.0;Med;Med
Juan Cornejo;71;LB;28;177;78;1;77.0;67.0;55.0;65.0;68.0;71.0;Med;Med
Kingsley Schindler;71;RM;25;183;80;1;86.0;67.0;66.0;63.0;45.0;68.0;Med;Med
Alberto Benito Correo;71;RB;26;177;68;1;77.0;67.0;41.0;59.0;66.0;76.0;Med;Med
Tiago Manuel Oliveira Mesquita;70;RB;27;180;74;1;68.0;67.0;42.0;49.0;67.0;75.0;Med;Med
Rafael Robayo;70;CDM;34;183;78;1;57.0;67.0;60.0;68.0;65.0;68.0;Med;Med
Christophe Diandy;70;CDM;27;186;83;1;66.0;67.0;50.0;65.0;68.0;71.0;Med;Med
Atila Turan;70;LB;26;176;79;1;76.0;67.0;58.0;68.0;64.0;71.0;Med;Med
Brayan Angulo;70;LB;28;174;73;1;82.0;67.0;54.0;61.0;65.0;76.0;Med;Med
Adrián Aldrete;69;LB;30;177;75;1;73.0;67.0;52.0;63.0;66.0;71.0;Med;Med
Shintaro Kurumaya;69;LB;26;178;73;1;79.0;67.0;57.0;59.0;63.0;70.0;Med;Med
Raoul Petretta;69;LB;21;176;70;1;79.0;67.0;36.0;61.0;67.0;69.0;Med;Med
Lebogang Manyama;69;CAM;28;180;75;1;73.0;67.0;73.0;55.0;38.0;55.0;Med;Med
João Carlos Reis Graça;69;LB;29;185;72;1;68.0;67.0;55.0;67.0;67.0;66.0;Med;Med
Pablo Rosario;69;CDM;21;188;73;1;66.0;67.0;59.0;58.0;65.0;74.0;Med;Med
László Bénes;69;CAM;21;181;72;1;65.0;67.0;64.0;71.0;35.0;55.0;Med;Med
Joe Williams;69;CDM;21;178;66;1;59.0;67.0;56.0;65.0;68.0;60.0;Med;Med
Romain Grange;69;RM;30;177;74;1;75.0;67.0;69.0;69.0;33.0;60.0;Med;Med
Jessy Pi;69;CDM;25;180;74;1;67.0;67.0;57.0;65.0;64.0;72.0;Med;Med
Chris Solly;69;RB;27;173;71;1;74.0;67.0;36.0;57.0;68.0;74.0;Med;Med
Juan Angulo;69;RB;30;180;72;1;71.0;67.0;57.0;65.0;68.0;73.0;Med;Med
Christian Schneuwly;69;RM;30;178;74;1;70.0;67.0;67.0;66.0;55.0;65.0;Med;Med
Zeki Yildirim;69;CDM;27;180;75;1;70.0;67.0;59.0;60.0;69.0;73.0;Med;Med
Ivan Tomecak;69;RB;28;175;70;1;75.0;67.0;56.0;68.0;65.0;75.0;Med;Med
Mark Diemers;68;CAM;24;175;70;1;66.0;67.0;66.0;69.0;60.0;57.0;Med;Med
Khaleem Hyland;68;CDM;29;183;80;1;56.0;67.0;61.0;63.0;65.0;78.0;Med;Med
Mohamed Abdul Shafy;68;LB;33;170;71;1;73.0;67.0;55.0;62.0;66.0;66.0;Med;Med
Alex Castro;68;LM;24;170;68;1;80.0;67.0;58.0;67.0;34.0;45.0;Med;Med
Steven Ugarkovic;68;CDM;24;187;79;1;72.0;67.0;45.0;59.0;65.0;73.0;Med;Med
Davide Petrucci;68;CDM;27;184;76;1;56.0;67.0;60.0;63.0;63.0;71.0;Med;Med
Marcos Garbellotto Pedroso;68;LB;25;178;77;1;80.0;67.0;34.0;64.0;62.0;72.0;Med;Med
Luis Carlos Arias;68;LM;33;167;70;1;75.0;67.0;66.0;65.0;64.0;65.0;Med;Med
Reece James;68;LB;24;169;71;1;78.0;67.0;50.0;58.0;64.0;61.0;Med;Med
Carlos Guzmán;68;RB;24;179;70;1;74.0;67.0;47.0;57.0;66.0;70.0;Med;Med
Yasushi Endo;68;RM;30;168;69;1;54.0;67.0;61.0;71.0;42.0;64.0;Med;Med
Massadio Haïdara;68;LB;25;179;76;1;73.0;67.0;51.0;59.0;67.0;73.0;Med;Med
Kento Misao;68;CDM;22;181;73;1;73.0;67.0;43.0;65.0;66.0;72.0;Med;Med
Pelle van Amersfoort;68;CAM;22;193;77;1;64.0;67.0;64.0;61.0;53.0;72.0;Med;Med
José Francisco Torres;68;CDM;30;173;65;1;67.0;67.0;63.0;68.0;62.0;66.0;Med;Med
Tiago Henrique Damil Gomes;68;LB;32;177;80;1;67.0;67.0;55.0;63.0;67.0;68.0;Med;Med
Dominik Nagy;68;LM;23;174;69;1;81.0;67.0;59.0;63.0;42.0;56.0;Med;Med
Stef Nijland;67;CAM;30;187;81;1;58.0;67.0;69.0;66.0;32.0;52.0;Med;Med
Jonathan Damián Iglesias;67;CDM;29;171;69;1;65.0;67.0;57.0;67.0;62.0;65.0;Med;Med
Ivan Šunji?;67;CDM;21;184;75;1;62.0;67.0;52.0;65.0;61.0;65.0;Med;Med
Myles Kenlock;67;LB;21;185;67;1;78.0;67.0;32.0;55.0;66.0;70.0;Med;Med
Tayfur Bingöl;67;RM;25;180;74;1;80.0;67.0;60.0;62.0;31.0;60.0;Med;Med
Yekta Kurtulus;67;CDM;32;175;70;1;61.0;67.0;69.0;66.0;65.0;64.0;Med;Med
Yannis Tafer;67;RW;27;181;67;1;77.0;67.0;63.0;64.0;39.0;56.0;Med;Med
Patryk Lipski;67;CAM;24;185;79;1;67.0;67.0;60.0;66.0;33.0;61.0;Med;Med
Kotaro Omori;67;RM;26;170;70;1;66.0;67.0;60.0;66.0;39.0;65.0;Med;Med
Harold Rivera;67;LM;24;175;74;1;70.0;67.0;61.0;65.0;42.0;62.0;Med;Med
Nahuel Yeri;67;RM;27;174;81;1;76.0;67.0;57.0;62.0;64.0;73.0;Med;Med
José Manuel da Silva Oliveira;67;LW;27;178;71;1;78.0;67.0;66.0;62.0;29.0;59.0;Med;Med
Matías Garrido;67;LM;32;170;67;1;68.0;67.0;63.0;68.0;52.0;59.0;Med;Med
Woo Jae Jeong;67;LM;26;179;70;1;73.0;67.0;61.0;60.0;60.0;65.0;Med;Med
Fred Onyedinma;67;RM;21;185;80;1;82.0;67.0;59.0;60.0;43.0;70.0;Med;Med
Ulisses Garcia;67;LB;22;183;78;1;73.0;67.0;31.0;53.0;63.0;73.0;Med;Med
Luke Brattan;67;CDM;28;175;65;1;66.0;67.0;61.0;70.0;56.0;72.0;Med;Med
Tommy Rowe;67;LM;30;180;81;1;74.0;67.0;55.0;62.0;64.0;64.0;Med;Med
Shaun Whalley;67;RM;31;176;67;1;92.0;67.0;58.0;59.0;36.0;62.0;Med;Med
Alex Rodman;66;LM;31;188;80;1;74.0;67.0;59.0;61.0;31.0;60.0;Med;Med
Kieran Sadlier;66;LM;24;182;66;1;73.0;67.0;66.0;62.0;37.0;65.0;Med;Med
Awadh Khamis;66;CDM;30;172;68;1;71.0;67.0;51.0;61.0;59.0;68.0;Med;Med
Seung Gyu Han;66;LM;22;171;63;1;75.0;67.0;57.0;62.0;45.0;61.0;Med;Med
Sang Min Sim;66;LB;25;172;70;1;71.0;67.0;47.0;59.0;61.0;69.0;Med;Med
Shane Ferguson;66;LM;27;175;66;1;76.0;67.0;56.0;63.0;63.0;65.0;Med;Med
Bhongolwethu Jayiya;66;RW;28;176;65;1;77.0;67.0;71.0;55.0;42.0;55.0;Med;Med
Kosuke Taketomi;66;LM;28;173;69;1;64.0;67.0;67.0;64.0;40.0;63.0;Med;Med
Giorgi Aburjania;66;CDM;23;185;78;1;62.0;67.0;56.0;65.0;61.0;67.0;Med;Med
Marvin Potzmann;66;LM;24;180;70;1;74.0;67.0;63.0;58.0;61.0;66.0;Med;Med
Tamás Szántó;66;CAM;22;179;73;1;70.0;67.0;62.0;62.0;61.0;69.0;Med;Med
Sergio Gil Latorre;66;CDM;22;183;68;1;59.0;67.0;48.0;68.0;59.0;60.0;Med;Med
Alexis Claude-Maurice;66;CAM;20;174;62;1;86.0;67.0;60.0;59.0;37.0;40.0;Med;Med
Arnaud Nordin;66;LW;20;170;66;1;80.0;67.0;67.0;61.0;31.0;52.0;Med;Med
Zian Flemming;66;CAM;20;183;84;1;68.0;67.0;61.0;60.0;54.0;75.0;Med;Med
Michal Mak;66;LM;26;172;60;1;89.0;67.0;64.0;59.0;27.0;41.0;Med;Med
Bojan Kneževi?;66;CDM;21;178;75;1;69.0;67.0;49.0;63.0;58.0;65.0;Med;Med
Daniel Fredheim Holm;65;RW;33;180;79;1;64.0;67.0;61.0;67.0;58.0;70.0;Med;Med
David Gomis;65;LM;25;173;68;1;71.0;67.0;59.0;59.0;38.0;52.0;Med;Med
Christopher Wernitznig;65;RM;28;179;79;1;78.0;67.0;63.0;58.0;43.0;66.0;Med;Med
Gastón Togni;65;LW;21;180;76;1;81.0;67.0;61.0;59.0;39.0;61.0;Med;Med
Callum Gribbin;65;CAM;19;182;72;1;69.0;67.0;58.0;65.0;35.0;59.0;Med;Med
Yunlong Fan;65;LM;29;180;75;1;73.0;67.0;46.0;62.0;45.0;71.0;Med;Med
Keijiro Ogawa;65;RM;26;170;65;1;71.0;67.0;61.0;60.0;49.0;60.0;Med;Med
Luís Pedro Pinto Trabulo;65;LB;24;189;78;1;58.0;67.0;44.0;62.0;63.0;71.0;Med;Med
Michael Breij;65;CAM;21;181;72;1;67.0;67.0;60.0;60.0;41.0;57.0;Med;Med
Cenk Ahmet Alkiliç;65;RB;30;177;62;1;78.0;67.0;60.0;56.0;58.0;65.0;Med;Med
Nick DeLeon;65;RB;28;178;77;1;70.0;67.0;60.0;57.0;65.0;66.0;Med;Med
Martín Galmarini;65;RB;36;180;78;1;61.0;67.0;59.0;67.0;65.0;72.0;Med;Med
Mariano Vázquez;65;CAM;25;174;71;1;71.0;67.0;54.0;58.0;40.0;49.0;Med;Med
Ntsikelelo Nyauza;65;RB;28;176;77;1;75.0;67.0;39.0;47.0;68.0;60.0;Med;Med
Henrik Bjørdal;65;RM;21;188;89;1;67.0;67.0;59.0;63.0;49.0;64.0;Med;Med
Dyjan Carlos De Azevedo;64;LW;27;169;65;1;67.0;67.0;59.0;63.0;27.0;53.0;Med;Med
Mohamed Dräger;64;RM;22;180;74;1;77.0;67.0;59.0;57.0;41.0;54.0;Med;Med
Theeratorn Bunmathan;64;LB;28;172;64;1;70.0;67.0;44.0;58.0;59.0;59.0;Med;Med
Karim Coulibaly;64;LW;25;184;80;1;76.0;67.0;57.0;58.0;40.0;64.0;Med;Med
Brian Cufré;64;LB;21;179;82;1;71.0;67.0;45.0;62.0;57.0;72.0;Med;Med
Ben Reeves;64;CAM;26;172;67;1;73.0;67.0;62.0;59.0;53.0;61.0;Med;Med
Nolan Mbemba;64;CDM;23;182;77;1;67.0;67.0;59.0;63.0;58.0;65.0;Med;Med
Stefano Vecchia;64;RM;23;183;80;1;77.0;67.0;53.0;59.0;35.0;61.0;Med;Med
Kristijan Dobras;64;LM;25;173;75;1;72.0;67.0;58.0;62.0;35.0;56.0;Med;Med
Daniel Berntsen;64;CAM;25;175;65;1;68.0;67.0;64.0;62.0;42.0;54.0;Med;Med
Ryota Hayasaka;64;RM;33;183;73;1;57.0;67.0;59.0;64.0;37.0;64.0;Med;Med
Alexis Busin;64;RW;23;175;65;1;75.0;67.0;58.0;57.0;33.0;42.0;Med;Med
Marcus Tavernier;63;LW;19;177;70;1;72.0;67.0;59.0;55.0;32.0;51.0;Med;Med
Jaroslaw Lindner;63;RM;30;175;72;1;82.0;67.0;59.0;50.0;20.0;50.0;Med;Med
José Pedro Costa Leite;63;RM;21;175;69;1;71.0;67.0;62.0;56.0;27.0;51.0;Med;Med
Raymond Gyasi;63;RM;24;181;75;1;81.0;67.0;60.0;52.0;33.0;57.0;Med;Med
Mathias Rasmussen;63;LW;20;170;65;1;70.0;67.0;55.0;62.0;48.0;55.0;Med;Med
Antoine Bernede;63;CAM;19;177;74;1;61.0;67.0;52.0;63.0;49.0;51.0;Med;Med
Enrico Bearzotti;63;RW;21;180;70;1;66.0;67.0;53.0;55.0;46.0;50.0;Med;Med
Tsukasa Morishima;62;CAM;21;175;66;1;71.0;67.0;44.0;59.0;26.0;45.0;Med;Med
Bryan Lozano;62;RW;21;167;54;1;71.0;67.0;58.0;55.0;29.0;38.0;Med;Med
Michael Petrasso;62;RB;23;168;74;1;74.0;67.0;50.0;57.0;58.0;59.0;Med;Med
Zotsara Randriambololona;62;CAM;24;178;75;1;73.0;67.0;57.0;57.0;32.0;50.0;Med;Med
Mohamed Ofkir;62;LM;22;178;71;1;84.0;67.0;55.0;52.0;30.0;48.0;Med;Med
Enrique García Martínez;80;ST;28;186;79;1;68.0;75.0;80.0;62.0;38.0;75.0;Med;Med
Maximiliano Gómez;80;ST;22;186;80;1;63.0;72.0;81.0;65.0;31.0;74.0;Med;Med
Lorenzo Morón García;78;ST;24;188;82;1;65.0;76.0;82.0;56.0;32.0;57.0;Med;Med
Jorge Molina Vidal;77;ST;36;188;72;1;38.0;66.0;79.0;64.0;41.0;81.0;Med;Med
Rubén Sobrino Pozuelo;76;ST;26;185;73;1;82.0;79.0;75.0;61.0;38.0;63.0;Med;Med
Raúl de Tomás Gómez;76;ST;23;180;72;1;70.0;70.0;79.0;56.0;35.0;71.0;Med;Med
Aleksandar Mitrovic;76;ST;24;187;90;1;57.0;68.0;76.0;53.0;27.0;80.0;Med;Med
Ronny Rodelin;76;ST;28;192;82;1;68.0;74.0;74.0;72.0;43.0;71.0;Med;Med
